id,age,Sex,Occupation,Field,Working Hours,Package,Job Type,Company Type,Marital Status,Location,Cerifications,Education_level,Bonus,Allowances,OverTime Pay,Salary Per Month
4797,43,Female,Experienced,Finance,6 Hr,7 LPA,Full-Time,Startup (early-stage),Married,Metro,Oracle Certified Java Programmer,High School,No Bonus,None,No Overtime,127000 Rs
4798,56,Male,Working professional,Finance,9 Hr,6 LPA,Remote,Small Business / Local Firm,Single,Rural,Cisco CCNA,Professional Certification,No Bonus,Travel Allowance,₹100/hour,87000 Rs
4799,60,Female,Fresher,Digital marketing,10 Hr,29 LPA,Hybrid,Government Organization,Divorced,Rural,Cisco CCNA,Diploma,"₹20,000 - ₹50,000",Food Allowance,No Overtime,145000 Rs
4800,69,Male,Working professional,Digital marketing,7 Hr,25 LPA,Hybrid,Startup (early-stage),Divorced,City,PMP (Project Management Professional),High School,"₹5,000 - ₹20,000",Travel Allowance,Compensatory Off (No extra pay),137000 Rs
4801,60,Female,Fresher,Finance,7 Hr,19 LPA,Full-Time,Mid-sized Company,Married,Metro,TensorFlow Developer Certificate,High School,"₹5,000 - ₹20,000",Internet Allowance,₹200/hour,27000 Rs
4802,47,Male,Working professional,Digital marketing,4 Hr,27 LPA,Full-Time,Non-Profit / NGO,Divorced,Rural,Lean Six Sigma,Master's Degree,"₹20,000 - ₹50,000",Internet Allowance,₹300/hour,99000 Rs
4803,23,Female,Intermediate,CA,9 Hr,6 LPA,Remote,Contract / Temporary Employment,Divorced,Metro,Microsoft Azure Fundamentals,PhD,"₹20,000 - ₹50,000",None,No Overtime,109000 Rs
4804,59,Female,Experienced,Finance,9 Hr,28 LPA,Remote,Freelancing / Self-employed,Divorced,Metro,Oracle Certified Java Programmer,Bachelor's Degree,"₹20,000 - ₹50,000",Medical Allowance,No Overtime,133000 Rs
4805,27,Male,Experienced,Finance,7 Hr,11 LPA,Full-Time,Consultancy Firm,Divorced,City,AWS Certified Solutions Architect,Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,53000 Rs
4806,47,Female,Intermediate,IT,10 Hr,25 LPA,Hybrid,Scale-up (growing startup),Single,Rural,Lean Six Sigma,PhD,"₹5,000 - ₹20,000",None,₹200/hour,53000 Rs
4807,46,Male,Intermediate,CA,8 Hr,14 LPA,Full-Time,Contract / Temporary Employment,Married,City,Certified Data Scientist,PhD,No Bonus,Travel Allowance,No Overtime,63000 Rs
4808,64,Female,Intermediate,CA,3 Hr,26 LPA,Remote,Government Organization,Single,Metro,Lean Six Sigma,High School,"₹5,000 - ₹20,000",Company Car,Compensatory Off (No extra pay),45000 Rs
4809,37,Male,Working professional,Finance,6 Hr,21 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,City,Lean Six Sigma,Diploma,No Bonus,Multiple Allowances,₹100/hour,77000 Rs
4810,18,Male,Working professional,IT,2 Hr,8 LPA,Remote,Freelancing / Self-employed,Single,Metro,TensorFlow Developer Certificate,Master's Degree,No Bonus,Travel Allowance,Fixed Monthly Overtime Bonus,121000 Rs
4811,37,Female,Intermediate,CA,8 Hr,11 LPA,Remote,Product-based Company,Married,Metro,PMP (Project Management Professional),Master's Degree,No Bonus,Medical Allowance,₹300/hour,137000 Rs
4812,48,Female,Experienced,Finance,9 Hr,17 LPA,Hybrid,Scale-up (growing startup),Divorced,Rural,Lean Six Sigma,Bachelor's Degree,"₹20,000 - ₹50,000",Company Car,₹300/hour,75000 Rs
4813,29,Male,Working professional,CA,2 Hr,9 LPA,Remote,Non-Profit / NGO,Divorced,Rural,PMP (Project Management Professional),Bachelor's Degree,"₹5,000 - ₹20,000",Medical Allowance,No Overtime,63000 Rs
4814,18,Female,Working professional,Finance,3 Hr,13 LPA,Remote,Large Enterprise,Single,Metro,Oracle Certified Java Programmer,High School,"₹5,000 - ₹20,000",None,Compensatory Off (No extra pay),93000 Rs
4815,63,Female,Working professional,IT,1 Hr,19 LPA,Full-Time,Small Business / Local Firm,Married,Rural,Certified Data Scientist,Professional Certification,"₹20,000 - ₹50,000",Medical Allowance,₹100/hour,99000 Rs
4816,68,Female,Experienced,IT,8 Hr,26 LPA,Hybrid,Scale-up (growing startup),Single,Metro,Google Cloud Professional Engineer,Bachelor's Degree,"₹5,000 - ₹20,000",None,₹100/hour,73000 Rs
4817,20,Male,Intermediate,IT,5 Hr,12 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Metro,Google Cloud Professional Engineer,Bachelor's Degree,"₹20,000 - ₹50,000",Company Car,Compensatory Off (No extra pay),127000 Rs
4818,30,Male,Intermediate,CA,10 Hr,30 LPA,Remote,Government Organization,Divorced,Metro,CompTIA Security+,High School,"₹5,000 - ₹20,000",Company Car,₹200/hour,121000 Rs
4819,34,Male,Working professional,CA,1 Hr,27 LPA,Hybrid,Contract / Temporary Employment,Single,Metro,CompTIA Security+,PhD,"₹20,000 - ₹50,000",Company Car,No Overtime,81000 Rs
4820,27,Female,Fresher,Finance,4 Hr,17 LPA,Full-Time,Product-based Company,Single,Metro,PMP (Project Management Professional),Diploma,"₹20,000 - ₹50,000",Company Car,₹200/hour,93000 Rs
4821,63,Male,Experienced,CA,6 Hr,21 LPA,Full-Time,Startup (early-stage),Divorced,Metro,Lean Six Sigma,High School,No Bonus,Company Car,₹100/hour,125000 Rs
4822,54,Female,Experienced,Digital marketing,7 Hr,28 LPA,Hybrid,Freelancing / Self-employed,Divorced,Metro,CFA (Chartered Financial Analyst),High School,"₹5,000 - ₹20,000",Housing Allowance,₹200/hour,75000 Rs
4823,25,Male,Working professional,IT,10 Hr,6 LPA,Hybrid,Outsourcing / Service-based Company,Single,Rural,Lean Six Sigma,Master's Degree,No Bonus,None,₹200/hour,71000 Rs
4824,67,Female,Experienced,Digital marketing,8 Hr,15 LPA,Remote,Contract / Temporary Employment,Married,City,CompTIA Security+,Bachelor's Degree,"₹5,000 - ₹20,000",Housing Allowance,₹300/hour,133000 Rs
4825,58,Male,Working professional,CA,9 Hr,28 LPA,Full-Time,Freelancing / Self-employed,Married,Rural,AWS Certified Solutions Architect,PhD,No Bonus,Company Car,Compensatory Off (No extra pay),79000 Rs
4826,52,Male,Experienced,CA,3 Hr,27 LPA,Full-Time,Contract / Temporary Employment,Married,City,CFA (Chartered Financial Analyst),Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,Compensatory Off (No extra pay),75000 Rs
4827,55,Male,Working professional,IT,4 Hr,6 LPA,Hybrid,Mid-sized Company,Divorced,City,Cisco CCNA,Diploma,"₹5,000 - ₹20,000",Medical Allowance,Fixed Monthly Overtime Bonus,127000 Rs
4828,46,Male,Intermediate,CA,6 Hr,18 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,City,Certified Data Scientist,Bachelor's Degree,No Bonus,Internet Allowance,No Overtime,51000 Rs
4829,55,Male,Fresher,CA,9 Hr,18 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Metro,Microsoft Azure Fundamentals,Master's Degree,"₹20,000 - ₹50,000",Housing Allowance,₹300/hour,131000 Rs
4830,70,Male,Intermediate,IT,10 Hr,5 LPA,Full-Time,Outsourcing / Service-based Company,Divorced,Rural,CFA (Chartered Financial Analyst),Professional Certification,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,105000 Rs
4831,57,Female,Working professional,Finance,9 Hr,21 LPA,Full-Time,Large Enterprise,Married,Rural,Lean Six Sigma,Master's Degree,No Bonus,Company Car,Compensatory Off (No extra pay),83000 Rs
4832,50,Female,Fresher,Finance,10 Hr,23 LPA,Hybrid,Product-based Company,Divorced,City,Oracle Certified Java Programmer,Professional Certification,"₹20,000 - ₹50,000",Internet Allowance,₹300/hour,63000 Rs
4833,43,Male,Experienced,IT,6 Hr,10 LPA,Remote,Freelancing / Self-employed,Divorced,City,Lean Six Sigma,Master's Degree,"₹5,000 - ₹20,000",Housing Allowance,₹300/hour,103000 Rs
4834,33,Female,Fresher,Finance,1 Hr,14 LPA,Full-Time,Small Business / Local Firm,Divorced,Metro,CFA (Chartered Financial Analyst),Diploma,No Bonus,Company Car,No Overtime,95000 Rs
4835,35,Male,Fresher,Digital marketing,10 Hr,26 LPA,Remote,Non-Profit / NGO,Married,City,Lean Six Sigma,Master's Degree,No Bonus,Internet Allowance,Compensatory Off (No extra pay),115000 Rs
4836,61,Female,Fresher,IT,1 Hr,7 LPA,Hybrid,Outsourcing / Service-based Company,Single,Metro,Google Cloud Professional Engineer,PhD,"₹5,000 - ₹20,000",Food Allowance,₹200/hour,69000 Rs
4837,46,Male,Working professional,Finance,10 Hr,23 LPA,Hybrid,Big MNC (Multinational Corporation),Married,Rural,Lean Six Sigma,High School,"₹20,000 - ₹50,000",Internet Allowance,₹200/hour,125000 Rs
4838,54,Female,Experienced,Finance,4 Hr,13 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Divorced,Metro,AWS Certified Solutions Architect,Diploma,"₹5,000 - ₹20,000",Multiple Allowances,₹200/hour,57000 Rs
4839,40,Male,Experienced,CA,3 Hr,27 LPA,Hybrid,Freelancing / Self-employed,Married,Rural,Lean Six Sigma,Master's Degree,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,63000 Rs
4840,44,Female,Intermediate,Finance,3 Hr,13 LPA,Remote,Big MNC (Multinational Corporation),Single,City,TensorFlow Developer Certificate,PhD,No Bonus,Travel Allowance,Fixed Monthly Overtime Bonus,53000 Rs
4841,62,Female,Fresher,IT,6 Hr,8 LPA,Remote,Big MNC (Multinational Corporation),Married,Metro,CFA (Chartered Financial Analyst),High School,"₹20,000 - ₹50,000",Food Allowance,₹200/hour,103000 Rs
4842,20,Female,Working professional,Digital marketing,2 Hr,9 LPA,Hybrid,Non-Profit / NGO,Married,Rural,CFA (Chartered Financial Analyst),Professional Certification,No Bonus,Company Car,₹200/hour,139000 Rs
4843,38,Female,Fresher,CA,8 Hr,15 LPA,Full-Time,Non-Profit / NGO,Single,Metro,Microsoft Azure Fundamentals,Diploma,"₹5,000 - ₹20,000",Food Allowance,No Overtime,145000 Rs
4844,28,Male,Intermediate,CA,1 Hr,6 LPA,Remote,Startup (early-stage),Single,City,Certified Data Scientist,PhD,No Bonus,Travel Allowance,No Overtime,27000 Rs
4845,27,Female,Fresher,CA,3 Hr,10 LPA,Remote,Product-based Company,Single,City,TensorFlow Developer Certificate,Master's Degree,"₹5,000 - ₹20,000",Medical Allowance,₹300/hour,145000 Rs
4846,37,Female,Intermediate,Finance,1 Hr,28 LPA,Full-Time,Outsourcing / Service-based Company,Married,Rural,TensorFlow Developer Certificate,PhD,"₹5,000 - ₹20,000",Internet Allowance,Fixed Monthly Overtime Bonus,81000 Rs
4847,63,Female,Experienced,IT,4 Hr,23 LPA,Remote,Scale-up (growing startup),Divorced,Metro,Google Cloud Professional Engineer,Professional Certification,No Bonus,None,₹300/hour,115000 Rs
4848,57,Female,Experienced,Digital marketing,5 Hr,21 LPA,Hybrid,Consultancy Firm,Married,City,Oracle Certified Java Programmer,Master's Degree,No Bonus,Food Allowance,Compensatory Off (No extra pay),99000 Rs
4849,20,Male,Fresher,Finance,2 Hr,19 LPA,Hybrid,Startup (early-stage),Divorced,Metro,Cisco CCNA,Diploma,"₹20,000 - ₹50,000",Food Allowance,₹300/hour,143000 Rs
4850,55,Female,Experienced,CA,2 Hr,27 LPA,Remote,Contract / Temporary Employment,Married,Rural,Google Cloud Professional Engineer,Professional Certification,No Bonus,Multiple Allowances,Compensatory Off (No extra pay),75000 Rs
4851,54,Female,Intermediate,IT,7 Hr,27 LPA,Remote,Product-based Company,Married,Metro,CompTIA Security+,High School,"₹20,000 - ₹50,000",Travel Allowance,₹200/hour,25000 Rs
4852,51,Female,Working professional,Finance,4 Hr,30 LPA,Hybrid,Big MNC (Multinational Corporation),Divorced,Metro,CompTIA Security+,PhD,"₹5,000 - ₹20,000",Company Car,₹300/hour,139000 Rs
4853,26,Female,Experienced,IT,6 Hr,20 LPA,Hybrid,Startup (early-stage),Married,City,Oracle Certified Java Programmer,High School,No Bonus,Housing Allowance,Fixed Monthly Overtime Bonus,89000 Rs
4854,46,Male,Experienced,Digital marketing,10 Hr,24 LPA,Remote,Large Enterprise,Divorced,City,CFA (Chartered Financial Analyst),Master's Degree,No Bonus,Housing Allowance,No Overtime,123000 Rs
4855,23,Male,Working professional,Finance,7 Hr,9 LPA,Remote,Freelancing / Self-employed,Divorced,Metro,PMP (Project Management Professional),Professional Certification,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,73000 Rs
4856,37,Female,Experienced,CA,1 Hr,19 LPA,Full-Time,Large Enterprise,Married,Metro,Cisco CCNA,Professional Certification,"₹20,000 - ₹50,000",None,₹300/hour,35000 Rs
4857,52,Male,Intermediate,IT,3 Hr,24 LPA,Hybrid,Non-Profit / NGO,Single,City,Oracle Certified Java Programmer,Diploma,"₹20,000 - ₹50,000",Travel Allowance,₹100/hour,63000 Rs
4858,55,Male,Working professional,Digital marketing,2 Hr,24 LPA,Full-Time,Big MNC (Multinational Corporation),Married,City,CompTIA Security+,Master's Degree,No Bonus,Company Car,₹100/hour,119000 Rs
4859,38,Male,Working professional,CA,5 Hr,11 LPA,Full-Time,Government Organization,Divorced,Metro,Oracle Certified Java Programmer,PhD,"₹20,000 - ₹50,000",Medical Allowance,₹300/hour,33000 Rs
4860,64,Male,Experienced,IT,4 Hr,26 LPA,Hybrid,Outsourcing / Service-based Company,Married,City,Microsoft Azure Fundamentals,Bachelor's Degree,No Bonus,Company Car,Fixed Monthly Overtime Bonus,47000 Rs
4861,49,Female,Intermediate,IT,5 Hr,29 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Rural,Google Cloud Professional Engineer,Professional Certification,"₹5,000 - ₹20,000",Food Allowance,₹100/hour,143000 Rs
4862,36,Male,Experienced,IT,8 Hr,30 LPA,Full-Time,Consultancy Firm,Single,Rural,Certified Data Scientist,Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹300/hour,139000 Rs
4863,46,Male,Fresher,Finance,7 Hr,23 LPA,Remote,Consultancy Firm,Divorced,Metro,PMP (Project Management Professional),High School,"₹20,000 - ₹50,000",Medical Allowance,₹100/hour,87000 Rs
4864,47,Male,Fresher,Finance,4 Hr,25 LPA,Remote,Freelancing / Self-employed,Single,Rural,Oracle Certified Java Programmer,Master's Degree,"₹5,000 - ₹20,000",Food Allowance,₹100/hour,45000 Rs
4865,43,Male,Fresher,Digital marketing,5 Hr,22 LPA,Full-Time,Freelancing / Self-employed,Divorced,Rural,Google Cloud Professional Engineer,Bachelor's Degree,"₹5,000 - ₹20,000",Internet Allowance,₹200/hour,109000 Rs
4866,21,Male,Intermediate,CA,6 Hr,9 LPA,Full-Time,Product-based Company,Married,Metro,Oracle Certified Java Programmer,Diploma,No Bonus,Multiple Allowances,₹100/hour,45000 Rs
4867,46,Female,Fresher,CA,2 Hr,10 LPA,Full-Time,Big MNC (Multinational Corporation),Married,Rural,AWS Certified Solutions Architect,High School,"₹20,000 - ₹50,000",Travel Allowance,₹200/hour,69000 Rs
4868,59,Male,Intermediate,Digital marketing,1 Hr,21 LPA,Remote,Product-based Company,Divorced,Rural,PMP (Project Management Professional),High School,"₹5,000 - ₹20,000",Travel Allowance,₹100/hour,65000 Rs
4869,65,Male,Fresher,CA,6 Hr,20 LPA,Full-Time,Small Business / Local Firm,Married,City,Certified Data Scientist,High School,"₹20,000 - ₹50,000",Food Allowance,Fixed Monthly Overtime Bonus,119000 Rs
4870,70,Female,Working professional,Digital marketing,6 Hr,28 LPA,Full-Time,Contract / Temporary Employment,Divorced,City,Certified Data Scientist,High School,"₹20,000 - ₹50,000",None,Compensatory Off (No extra pay),27000 Rs
4871,67,Male,Intermediate,CA,5 Hr,12 LPA,Full-Time,Scale-up (growing startup),Divorced,Metro,Microsoft Azure Fundamentals,Diploma,"₹5,000 - ₹20,000",Multiple Allowances,No Overtime,39000 Rs
4872,35,Female,Fresher,IT,6 Hr,9 LPA,Remote,Mid-sized Company,Married,Metro,Lean Six Sigma,Bachelor's Degree,No Bonus,Multiple Allowances,₹200/hour,101000 Rs
4873,24,Male,Working professional,Finance,6 Hr,26 LPA,Full-Time,Scale-up (growing startup),Divorced,City,Oracle Certified Java Programmer,Diploma,No Bonus,Housing Allowance,₹100/hour,39000 Rs
4874,54,Male,Fresher,Digital marketing,10 Hr,15 LPA,Full-Time,Product-based Company,Single,Rural,TensorFlow Developer Certificate,Master's Degree,No Bonus,Food Allowance,₹200/hour,41000 Rs
4875,58,Female,Fresher,Finance,8 Hr,14 LPA,Remote,Product-based Company,Divorced,Rural,CFA (Chartered Financial Analyst),High School,No Bonus,Food Allowance,Compensatory Off (No extra pay),89000 Rs
4876,32,Male,Intermediate,CA,2 Hr,10 LPA,Full-Time,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Married,Rural,Oracle Certified Java Programmer,Professional Certification,No Bonus,Housing Allowance,Fixed Monthly Overtime Bonus,125000 Rs
4877,39,Female,Working professional,Finance,5 Hr,14 LPA,Remote,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Single,Metro,Google Cloud Professional Engineer,Diploma,No Bonus,Food Allowance,₹200/hour,25000 Rs
4878,61,Male,Fresher,Finance,8 Hr,17 LPA,Hybrid,Remote-first / Distributed CompanyResearch & Development (R&D) Institution,Married,Rural,Cisco CCNA,Bachelor's Degree,No Bonus,None,₹300/hour,99000 Rs
4879,69,Male,Fresher,Digital marketing,9 Hr,10 LPA,Hybrid,Mid-sized Company,Divorced,Rural,Google Cloud Professional Engineer,Professional Certification,No Bonus,Multiple Allowances,Fixed Monthly Overtime Bonus,41000 Rs
4880,31,Male,Fresher,IT,8 Hr,24 LPA,Hybrid,Consultancy Firm,Divorced,Metro,TensorFlow Developer Certificate,High School,No Bonus,Food Allowance,Compensatory Off (No extra pay),65000 Rs
4881,19,Male,Intermediate,Finance,9 Hr,21 LPA,Full-Time,Large Enterprise,Married,Metro,AWS Certified Solutions Architect,Professional Certification,"₹20,000 - ₹50,000",Food Allowance,₹300/hour,63000 Rs
4882,26,Male,Working professional,CA,2 Hr,28 LPA,Remote,Scale-up (growing startup),Divorced,City,Lean Six Sigma,High School,"₹5,000 - ₹20,000",Medical Allowance,No Overtime,39000 Rs
4883,30,Male,Intermediate,CA,10 Hr,25 LPA,Full-Time,Freelancing / Self-employed,Single,City,TensorFlow Developer Certificate,PhD,"₹20,000 - ₹50,000",Medical Allowance,Compensatory Off (No extra pay),73000 Rs
4884,43,Female,Experienced,IT,2 Hr,10 LPA,Remote,Contract / Temporary Employment,Married,Metro,PMP (Project Management Professional),PhD,No Bonus,None,₹300/hour,115000 Rs
4885,18,Male,Fresher,Finance,2 Hr,17 LPA,Hybrid,Freelancing / Self-employed,Married,Rural,Microsoft Azure Fundamentals,Bachelor's Degree,"₹5,000 - ₹20,000",None,No Overtime,115000 Rs
4886,41,Male,Working professional,CA,8 Hr,13 LPA,Remote,Large Enterprise,Married,Metro,AWS Certified Solutions Architect,PhD,"₹5,000 - ₹20,000",Medical Allowance,₹200/hour,117000 Rs
4887,55,Female,Fresher,Finance,5 Hr,7 LPA,Full-Time,Small Business / Local Firm,Divorced,Rural,Microsoft Azure Fundamentals,Bachelor's Degree,"₹5,000 - ₹20,000",Multiple Allowances,No Overtime,97000 Rs
4888,43,Male,Experienced,CA,2 Hr,18 LPA,Full-Time,Small Business / Local Firm,Single,City,PMP (Project Management Professional),Bachelor's Degree,"₹5,000 - ₹20,000",Food Allowance,₹300/hour,109000 Rs
4889,55,Female,Working professional,Finance,8 Hr,9 LPA,Full-Time,Consultancy Firm,Divorced,City,Lean Six Sigma,High School,No Bonus,Medical Allowance,₹100/hour,113000 Rs
4890,35,Female,Intermediate,Finance,4 Hr,28 LPA,Remote,Outsourcing / Service-based Company,Divorced,Metro,Lean Six Sigma,Professional Certification,"₹20,000 - ₹50,000",Internet Allowance,Fixed Monthly Overtime Bonus,77000 Rs
